run_id,configuration_id,dataset_index,true_label,repetition,execution_order,encrypt_seconds,act3_fc2_seconds,decrypt_seconds,online_total_seconds
879,least_squares_d5_I2,481,9,26,879,0.01241870000376366,0.21893059999274556,0.007726700001512654,0.23907599999802187
880,chebyshev_d3_I1,120,5,5,880,0.009371799998916686,0.17567159999452997,0.007974099993589334,0.193017499987036
881,chebyshev_d3_I1,120,5,15,881,0.011008000001311302,0.16910520000965334,0.007923299999674782,0.18803650001063943
882,chebyshev_d5_I2,411,7,2,882,0.01252629999362398,0.22008070000447333,0.007891500004916452,0.24049850000301376
883,least_squares_d5_I1,481,9,6,883,0.012674899990088306,0.22017630000482313,0.007861000005505048,0.2407122000004165
884,least_squares_d5_I1,481,9,22,884,0.012497500007157214,0.22028080000018235,0.007867199994507246,0.2406455000018468
885,chebyshev_d5_I1,411,7,18,885,0.012732600007439032,0.22082119999686256,0.007773800010909326,0.24132760001521092
886,least_squares_d5_I1,411,7,4,886,0.012429700000211596,0.21961930001270957,0.007761999993817881,0.23981100000673905
887,chebyshev_d3_I1,112,3,13,887,0.00932969999848865,0.16591369999514427,0.007878899996285327,0.18312229998991825
888,chebyshev_d5_I2,120,5,18,888,0.012520000003860332,0.22000370000023395,0.007636800000909716,0.240160500005004
889,least_squares_d5_I1,949,1,9,889,0.012793100002454594,0.21790200000395998,0.007690900005400181,0.23838600001181476
890,chebyshev_d3_I1,949,1,0,890,0.009358900002553128,0.16930609999690205,0.007898399999248795,0.18656339999870397
891,least_squares_d3_I1,949,1,20,891,0.009511699987342581,0.1673511000117287,0.00819190000765957,0.18505470000673085
892,chebyshev_d5_I2,411,7,25,892,0.012843700009398162,0.21945079999568406,0.0076317999919410795,0.2399262999970233
893,chebyshev_d5_I1,112,3,0,893,0.012599900001077913,0.21956409999984317,0.007813699994585477,0.23997769999550655
894,least_squares_d3_I1,411,7,21,894,0.009382900010677986,0.16870720000588335,0.007848599998396821,0.18593870001495816
895,chebyshev_d5_I1,633,2,3,895,0.01244099999894388,0.2190199000033317,0.007625500002177432,0.23908640000445303
896,least_squares_d5_I1,481,9,13,896,0.012491200002841651,0.22092989999509882,0.007663099997444078,0.24108419999538455
897,least_squares_d5_I2,589,4,14,897,0.012396699996315874,0.21656390000134706,0.007749900003545918,0.23671050000120886
898,least_squares_d3_I1,259,6,9,898,0.009330199987743981,0.16760169999906793,0.007789199997205287,0.1847210999840172
899,chebyshev_d3_I1,259,6,23,899,0.009466099989367649,0.16812519999803044,0.007695399996009655,0.18528669998340774
900,least_squares_d5_I1,481,9,25,900,0.012522399993031286,0.21696679999877233,0.007691499995416962,0.23718069998722058
901,chebyshev_d5_I1,120,5,0,901,0.012356999999610707,0.21654380000836682,0.007924699995783158,0.23682550000376068
902,chebyshev_d5_I1,481,9,7,902,0.012347199997748248,0.21749239999917336,0.007751299999654293,0.2375908999965759
903,chebyshev_d3_I1,120,5,2,903,0.009314099996117875,0.1653602000005776,0.008133600000292063,0.18280789999698754
904,chebyshev_d5_I2,259,6,17,904,0.012356799998087808,0.22059359999548178,0.007772900004056282,0.24072329999762587
905,chebyshev_d5_I1,112,3,6,905,0.012725499997031875,0.22084960000938736,0.007772800003294833,0.24134790000971407
906,chebyshev_d5_I2,259,6,25,906,0.012357699990388937,0.22150719999626745,0.007799699989845976,0.24166459997650236
907,least_squares_d3_I1,120,5,25,907,0.009519200000795536,0.1678505000018049,0.007730299999821,0.18510000000242144
908,least_squares_d5_I2,120,5,25,908,0.012628299999050796,0.22061859999666922,0.007933799992315471,0.24118069998803549
909,least_squares_d5_I2,481,9,18,909,0.012611599988304079,0.2200410999939777,0.007761200002278201,0.24041389998455998
910,chebyshev_d3_I1,633,2,28,910,0.010028500008047558,0.16872220000368543,0.007782399989082478,0.18653310000081547
911,chebyshev_d3_I1,259,6,20,911,0.009526900001219474,0.1681786999979522,0.007840000005671754,0.18554560000484344
912,least_squares_d5_I1,481,9,5,912,0.012444699998013675,0.2201783000055002,0.007861099991714582,0.24048409999522846
913,chebyshev_d5_I1,481,9,0,913,0.012659899992286228,0.21981870000308845,0.007761500004562549,0.24024009999993723
914,least_squares_d3_I1,411,7,14,914,0.009754400001838803,0.16933210000570398,0.007829200010746717,0.1869157000182895
915,chebyshev_d5_I2,112,3,0,915,0.012526999998954125,0.21919649999472313,0.007880399993155152,0.2396038999868324
916,least_squares_d5_I2,481,9,17,916,0.012391299998853356,0.22245810000458732,0.007832299990695901,0.24268169999413658
917,least_squares_d5_I1,603,8,28,917,0.01255509999464266,0.21902079999563284,0.007968000005348586,0.2395438999956241
918,chebyshev_d5_I1,633,2,16,918,0.012560600007418543,0.2203585999959614,0.0077711000049021095,0.24069030000828207
919,least_squares_d5_I2,633,2,1,919,0.012529399988125078,0.22019619999628048,0.007844100007787347,0.2405696999921929
920,least_squares_d3_I1,259,6,20,920,0.009432599996216595,0.16843940000399016,0.00786869999137707,0.18574069999158382
921,chebyshev_d5_I2,949,1,17,921,0.012551199994049966,0.21958489999815356,0.007758199993986636,0.23989429998619016
922,chebyshev_d3_I1,633,2,10,922,0.009510200005024672,0.16833580000093207,0.007726399999228306,0.18557240000518505
923,least_squares_d3_I1,603,8,3,923,0.009454500002902932,0.16837490000762045,0.007862200000090525,0.1856916000106139
924,chebyshev_d5_I1,586,0,21,924,0.012480100005632266,0.221570999987307,0.007716699998127297,0.24176779999106657
925,chebyshev_d5_I1,120,5,28,925,0.012648499992792495,0.22026889999688137,0.007789399998728186,0.24070679998840205
926,chebyshev_d3_I1,633,2,23,926,0.00947920000180602,0.16852949999156408,0.007688500001677312,0.1856971999950474
927,least_squares_d5_I2,603,8,14,927,0.012500400000135414,0.21724999998696148,0.007716100008110516,0.23746649999520741
928,chebyshev_d3_I1,112,3,25,928,0.009593900002073497,0.16732900000351947,0.00772069999948144,0.1846436000050744
929,chebyshev_d3_I1,259,6,1,929,0.009474199992837384,0.17268659999535885,0.007744000002276152,0.18990479999047238
930,chebyshev_d5_I2,112,3,23,930,0.01257890000124462,0.22080979999736883,0.007905899998149835,0.24129459999676328
931,chebyshev_d3_I1,949,1,13,931,0.009427299999515526,0.16751939999812748,0.007673600004636683,0.1846203000022797
932,chebyshev_d5_I1,411,7,19,932,0.012412800002493896,0.21735190000617877,0.007697099994402379,0.23746180000307504
933,chebyshev_d5_I1,120,5,18,933,0.01240249999682419,0.21644169998762663,0.00766730000032112,0.23651149998477194
934,chebyshev_d5_I2,481,9,16,934,0.012420300001394935,0.2197158000053605,0.007756100007100031,0.23989220001385547
935,chebyshev_d5_I2,589,4,27,935,0.012426000001141801,0.217453100005514,0.007750799995847046,0.23762990000250284
936,least_squares_d5_I2,259,6,15,936,0.012386100002913736,0.2203416999982437,0.007815999997546896,0.24054379999870434
937,chebyshev_d3_I1,633,2,20,937,0.009378500006278045,0.16757060000963975,0.00800300000992138,0.18495210002583917
938,chebyshev_d5_I2,586,0,13,938,0.01263430000108201,0.22051850000570994,0.007745199996861629,0.24089800000365358
939,chebyshev_d5_I1,586,0,2,939,0.012313899991568178,0.2199832000042079,0.007871399997384287,0.24016849999316037
940,chebyshev_d5_I2,603,8,4,940,0.012778599993907847,0.2201727000065148,0.007716499996604398,0.24066779999702703
941,chebyshev_d3_I1,603,8,6,941,0.009410600003320724,0.16747539999778382,0.00772290000168141,0.18460890000278596
942,least_squares_d5_I1,586,0,25,942,0.012427699999534525,0.2193081000004895,0.007735600011073984,0.239471400011098
943,chebyshev_d5_I2,112,3,14,943,0.01241729999310337,0.21759889999520965,0.0077889000094728544,0.23780509999778587
944,chebyshev_d5_I2,633,2,6,944,0.01230609999038279,0.21932839999499265,0.007720100009464659,0.2393545999948401
945,chebyshev_d3_I1,586,0,23,945,0.009396900000865571,0.1689353999972809,0.007849000001442619,0.1861812999995891
946,chebyshev_d5_I1,481,9,14,946,0.012765300009050407,0.21989580000808928,0.007659699986106716,0.2403208000032464
947,chebyshev_d5_I2,120,5,27,947,0.012471499998355284,0.21881909998774063,0.007712299993727356,0.23900289997982327
948,least_squares_d5_I1,411,7,9,948,0.012751000002026558,0.22019860000000335,0.00765250000404194,0.24060210000607185
949,least_squares_d3_I1,589,4,19,949,0.009401800009072758,0.16541729999880772,0.0076277999905869365,0.18244689999846742
950,chebyshev_d3_I1,120,5,11,950,0.009357500006444752,0.1664932999992743,0.00765030000184197,0.18350110000756104
951,least_squares_d3_I1,586,0,16,951,0.009360600000945851,0.16967339999973774,0.007700500005739741,0.18673450000642333
952,least_squares_d3_I1,411,7,27,952,0.00937050000356976,0.16772589999891352,0.0077345000026980415,0.18483090000518132
953,least_squares_d3_I1,120,5,6,953,0.009317499992903322,0.16640950000146404,0.00776880000194069,0.18349579999630805
954,chebyshev_d5_I1,120,5,9,954,0.012328100012382492,0.218620200001169,0.00790880000567995,0.23885710001923144
955,chebyshev_d5_I1,949,1,28,955,0.012378299987176433,0.2227945000049658,0.008133199997246265,0.2433059999893885
956,least_squares_d5_I2,120,5,15,956,0.013564699998823926,0.2249798999982886,0.0076363999978639185,0.24618099999497645
957,chebyshev_d5_I2,411,7,20,957,0.012411299991072156,0.22133000000030734,0.007827099994756281,0.24156839998613577
958,chebyshev_d5_I1,259,6,19,958,0.01257729998906143,0.2193725999968592,0.007729799996013753,0.2396796999819344
959,least_squares_d5_I1,112,3,1,959,0.012528899998869747,0.21951500000432134,0.007819000005838461,0.23986290000902954
960,least_squares_d3_I1,586,0,18,960,0.00938670001050923,0.1701353999960702,0.007816899989848025,0.18733899999642745
961,chebyshev_d5_I2,259,6,7,961,0.01271670000278391,0.21928079999634065,0.007838600009563379,0.23983610000868794
962,least_squares_d5_I2,120,5,17,962,0.01263430000108201,0.22081440000329167,0.007917599999927916,0.2413663000043016
963,least_squares_d5_I2,259,6,6,963,0.012601800000993535,0.22025399999984074,0.007707800003117882,0.24056360000395216
964,least_squares_d5_I2,589,4,11,964,0.012281899995286949,0.21746189999976195,0.007755300001008436,0.23749909999605734
965,least_squares_d5_I2,949,1,23,965,0.012258500006282702,0.220951099996455,0.007930799998575822,0.24114040000131354
966,least_squares_d3_I1,120,5,23,966,0.00952089999918826,0.1690667999937432,0.007903500008978881,0.18649120000191033
967,least_squares_d3_I1,259,6,29,967,0.00950679999368731,0.16848760000721086,0.007811499992385507,0.18580589999328367
968,least_squares_d5_I1,949,1,20,968,0.01253730000462383,0.22099600000365172,0.007911200009402819,0.24144450001767837
969,chebyshev_d5_I1,481,9,26,969,0.012594400002853945,0.21953210000356194,0.007806699999491684,0.23993320000590757
970,chebyshev_d5_I1,259,6,17,970,0.01255959999980405,0.21945370000321418,0.007897199990111403,0.23991049999312963
971,least_squares_d5_I2,112,3,5,971,0.012515700000221841,0.21965690000797622,0.007780200001434423,0.23995280000963248
972,least_squares_d5_I2,120,5,1,972,0.012757700009387918,0.22020720000728033,0.007798000006005168,0.24076290002267342
973,chebyshev_d3_I1,120,5,6,973,0.009549299997161143,0.16802759999700356,0.0077788000053260475,0.18535569999949075
974,least_squares_d5_I2,411,7,16,974,0.01254769999650307,0.2206370999920182,0.008013500002562068,0.24119829999108333
975,chebyshev_d5_I1,589,4,1,975,0.012811100008548237,0.22041589999571443,0.007886699997470714,0.24111370000173338
976,chebyshev_d5_I1,586,0,20,976,0.012595300009706989,0.22091289999661967,0.007995699997991323,0.24150390000431798
977,chebyshev_d3_I1,586,0,3,977,0.009466999996220693,0.16836690000491217,0.007756800012430176,0.18559070001356304
978,least_squares_d5_I2,112,3,9,978,0.012513200010289438,0.22125419999065343,0.007698299988987856,0.24146569998993073
979,chebyshev_d5_I1,112,3,23,979,0.012340600005700253,0.21720239998830948,0.007775399993988685,0.23731839998799842
980,least_squares_d3_I1,481,9,5,980,0.00930289999814704,0.1686308999924222,0.007751699988148175,0.18568549997871742
981,chebyshev_d3_I1,259,6,25,981,0.009491000004345551,0.16923269999097101,0.007801199986715801,0.18652489998203237
982,chebyshev_d3_I1,112,3,17,982,0.009562800012645312,0.1686329000076512,0.007795900004566647,0.18599160002486315
983,chebyshev_d3_I1,120,5,23,983,0.009633199995732866,0.16848759999265894,0.007804499997291714,0.18592529998568352
984,chebyshev_d5_I1,481,9,9,984,0.012515299997176044,0.22042670000519138,0.00797779999265913,0.24091979999502655
985,least_squares_d5_I1,586,0,12,985,0.012812100001610816,0.22046479998971336,0.008070900003076531,0.2413477999944007
986,chebyshev_d3_I1,120,5,8,986,0.009528800001135096,0.16888029999972787,0.007739399996353313,0.18614849999721628
987,chebyshev_d3_I1,633,2,13,987,0.009270800001104362,0.166525399996317,0.007730799989076331,0.18352699998649769
988,chebyshev_d3_I1,481,9,18,988,0.009276800003135577,0.16582899999048095,0.00763399999414105,0.18273979998775758
989,chebyshev_d5_I2,949,1,6,989,0.012293200008571148,0.21740479998697992,0.007723800008534454,0.23742180000408553
990,least_squares_d5_I1,120,5,16,990,0.012461400008760393,0.21817349999037106,0.007776099999318831,0.23841099999845028
991,least_squares_d3_I1,633,2,8,991,0.009407799996552058,0.1661395000119228,0.007847200002288446,0.1833945000107633
992,least_squares_d5_I1,603,8,20,992,0.012676600003032945,0.22176969998690765,0.007997400010935962,0.24244370000087656
993,chebyshev_d5_I1,259,6,9,993,0.012833500004489906,0.22082649999356363,0.007757600003969856,0.2414176000020234
994,least_squares_d3_I1,259,6,5,994,0.009522599997580983,0.16881780000403523,0.007814199998392724,0.18615460000000894
995,chebyshev_d5_I1,120,5,11,995,0.012633999998797663,0.22094729999662377,0.0077375999971991405,0.24131889999262057
996,least_squares_d5_I2,112,3,16,996,0.01260099999490194,0.22378600000229198,0.007835399999748915,0.24422239999694284
