configuration_id,activation,method,degree,effective_degree,interval_name,lower_bound,upper_bound,mae_uniform,rmse_uniform,max_error_uniform,x_at_max_error_uniform,mae_empirical,rmse_empirical,median_abs_error_empirical,p95_abs_error_empirical,p99_abs_error_empirical,max_error_empirical,fraction_outside_interval,mae_inside_interval,mae_outside_interval,outside_error_contribution,mae_origin_uniform,rmse_origin_uniform,max_error_origin_uniform,origin_empirical_sample_count,origin_empirical_fraction,mae_origin_empirical,rmse_origin_empirical,max_error_origin_empirical,bias_ratio,bias_ratio_denominator_clamped,max_abs_output_uniform,max_abs_output_empirical,valid,invalid_reason,practically_viable,practical_viability_reason
act3_chebyshev_d3_I2,act3,chebyshev,3,3,I2,-22.1493,16.3974,0.5409803559376626,0.6746723698534399,1.8959533184853494,-0.00200612061206229,0.7500681557544013,0.9045636911763414,0.6759568629009804,1.7084607600976005,1.859945229165017,4.37964725720893,0.00103,0.7495446798595474,1.2577737039895398,0.0017271855966291955,1.7737949159150106,1.775267063006339,1.8968442424484326,6365,0.06365,1.7748009512686496,1.7762650565623432,1.8968067164617886,0.7212415988965122,False,17.122076945045478,25.881320001959907,True,,True,
act3_chebyshev_d5_I1,act3,chebyshev,5,5,I1,-15.7802,12.5193,0.18519460858265296,0.2436046705761091,0.8418201536122234,0.001179337933793434,0.2507467078803293,0.5536138681967891,0.20525105379916214,0.6707111234835635,0.8169557139063574,79.32458070150973,0.00959,0.23679035569277276,1.6920929821324524,0.06471539281941342,0.7222416909546371,0.7255074526165017,0.8424512529420917,6365,0.06365,0.7231944168185303,0.7264489941961865,0.8424119824997494,0.7385724428774492,False,12.302114191143612,79.32458070150973,True,,True,
act3_chebyshev_d5_I2,act3,chebyshev,5,5,I2,-22.1493,16.3974,0.2329481820451567,0.313835111578,1.103370523533312,-0.00200612061206229,0.34412936702759483,0.4360803837551017,0.2838611517201767,0.91884892707201,1.0679344901850119,15.930070798613881,0.00103,0.34303311871134584,1.4073518723511838,0.004212289235999675,0.9829417067166021,0.9854236554753377,1.1042956814548412,6365,0.06365,0.9839110693930899,0.9863839585448173,1.1042567103727654,0.6769203804291343,False,16.103913705517073,16.552086462953888,True,,True,
act3_chebyshev_d7_I1,act3,chebyshev,7,7,I1,-15.7802,12.5193,0.1052545873609436,0.14673378278927424,0.5921110952263486,0.001179337933793434,0.23823857750538457,6.502891668310902,0.13086779224462575,0.4317548542799525,0.575818438550059,1716.7272176688825,0.00959,0.14491440408748713,9.87631934860234,0.3975590500281415,0.47468136346663,0.4793281685700978,0.5927317092921558,6365,0.06365,0.47560061461255687,0.48023495338175914,0.5926916904399588,0.441803290059372,False,12.634651098470691,1716.7272176688825,True,,True,
act3_chebyshev_d7_I2,act3,chebyshev,7,7,I2,-22.1493,16.3974,0.1358525006463683,0.18901588312549622,0.7772141374440653,-0.00200612061206229,0.21591344865119572,0.6184972576432416,0.18784383641197372,0.595603186432468,0.7420660947766533,157.96674781633374,0.00103,0.21106504534858597,4.918252717785233,0.023462180475392707,0.6584466947882955,0.6619414610813065,0.7781697280228419,6365,0.06365,0.6593821351078147,0.662869836931255,0.778129472063178,0.6291988826774546,False,16.5429080188043,157.96674781633374,True,,True,
act3_chebyshev_d9_I1,act3,chebyshev,9,9,I1,-15.7802,12.5193,0.07038338979412752,0.10065927050181293,0.457037442986478,0.001179337933793434,0.9743335689146433,105.31125020848759,0.08903957819352082,0.3039449370628657,0.4467392413946814,30358.240723169765,0.00959,0.10172204984255215,91.09353842857989,0.8965995439356682,0.3417122704709563,0.34775309665207027,0.45764790956946877,6365,0.06365,0.3425989848139329,0.34862784792564383,0.4576071664552234,0.07223746778275425,False,12.451707529219052,30358.240723169765,True,,True,
act3_chebyshev_d9_I2,act3,chebyshev,9,9,I2,-22.1493,16.3974,0.09450832467534041,0.13208645781763972,0.6067736637901081,0.001848934893487808,0.17729288558377593,4.089380954644053,0.13605558565777282,0.4274756119597926,0.5723210010015247,1229.4071694133816,0.00103,0.15300132523554588,23.737040498274414,0.13790261032030937,0.48952739694867214,0.49400158528197907,0.6077166675888636,6365,0.06365,0.49043204219145753,0.49490348829578645,0.6076752833143677,0.5330632662678534,False,16.32207810007177,1229.4071694133816,True,,True,
act3_least_squares_d3_I1,act3,least_squares,3,3,I1,-15.7802,12.5193,0.3989503123633994,0.48112457707216166,1.2606379046933085,0.001179337933793434,0.4524461061932738,0.5788830685718785,0.38499305340093176,1.09813552334461,1.2445434060805822,11.798877020806948,0.00959,0.4388238725494381,1.8592861920317794,0.03940923424362059,1.139160806664577,1.14137835598959,1.2612859694364056,6365,0.06365,1.140149900079426,1.1423565216625118,1.261247911967736,0.8817631689219968,False,13.618504273243632,33.300549765557925,True,,True,
act3_least_squares_d3_I2,act3,least_squares,3,3,I2,-22.1493,16.3974,0.5130020093629878,0.6296758956678884,1.6614118843037382,-0.00200612061206229,0.6364891101894492,0.7693958429220477,0.5525502369070443,1.476598218896989,1.6268379769067252,6.183642801970773,0.00103,0.6351298407111361,1.9548089458695748,0.003163374175634149,1.5394701030369748,1.541171766828724,1.6622934669399294,6365,0.06365,1.5404783265583215,1.5421696267977367,1.6622563339319445,0.805987095694841,False,17.932641253394557,27.68531554672175,True,,True,
act3_least_squares_d5_I1,act3,least_squares,5,5,I1,-15.7802,12.5193,0.18079480529216418,0.23236166198009958,0.771974059840429,0.001179337933793434,0.23952364033820667,0.7359760609128679,0.1895399780503536,0.6083608592021372,0.753713456995433,118.87901376091804,0.00959,0.21641412327790685,2.626165641557352,0.10514589903098483,0.6527713974656393,0.6563578197593595,0.7726073077285118,6365,0.06365,0.6537217165855724,0.6572946939043324,0.7725681916910464,0.7548098594229883,False,11.940970469288063,118.87901376091804,True,,True,
act3_least_squares_d5_I2,act3,least_squares,5,5,I2,-22.1493,16.3974,0.22619748669112205,0.2991367797403003,1.0108043021304756,-0.00200612061206229,0.31167866092250485,0.4072900510323904,0.2612728665290443,0.8280586999572959,0.9765087199797076,24.900375597172538,0.00103,0.30957207390845765,2.3548021846338596,0.007781881002036048,0.8906604717124887,0.8933850254794848,1.0117264882639874,6365,0.06365,0.8916280636822645,0.8943419779607558,1.011687641780658,0.7257394074449112,False,15.617931939726963,24.900375597172538,True,,True,
act3_least_squares_d7_I1,act3,least_squares,7,7,I1,-15.7802,12.5193,0.10445678625163586,0.14161170451394176,0.5552865580261692,0.001179337933793434,0.27475298667656234,9.207570622175703,0.12566514397256073,0.4018248013453049,0.5456935338922837,2415.8260399979936,0.00959,0.13628485249228225,14.575089251270185,0.5087300691810988,0.4382669734294505,0.4432466382753651,0.5559079929802128,6365,0.06365,0.439182266473945,0.4441476416200963,0.555868033463207,0.38018435218905117,False,12.876216880336813,2415.8260399979936,True,,True,
act3_least_squares_d7_I2,act3,least_squares,7,7,I2,-22.1493,16.3974,0.13648964803083302,0.18256057475225362,0.730014622421775,-0.00200612061206229,0.20454163641646483,0.8541068885702086,0.1781143726523382,0.5498665350795316,0.6960690893924364,229.1596058566048,0.00103,0.19693937673597414,7.577774017989073,0.03815901434677514,0.6115507418397413,0.6152837926113378,0.7309698060015082,6365,0.06365,0.6124829333431224,0.6162080957696587,0.7309295665903993,0.6672951797106387,False,16.842535975559993,229.1596058566048,True,,True,
act3_least_squares_d9_I1,act3,least_squares,9,9,I1,-15.7802,12.5193,0.07134918871377398,0.0979090727990109,0.43482160406758813,0.001179337933793434,1.336672626297209,146.3698504446808,0.08603529475562721,0.28704005387196224,0.42906919204394484,42079.42672777371,0.00959,0.09697848811551202,129.3664402380318,0.9281436138326905,0.319916123080109,0.3262905156738453,0.4354322371029091,6365,0.06365,0.32079821880908393,0.32715923954778064,0.43539150645341596,0.053378207430956615,False,12.287710394849956,42079.42672777371,True,,True,
act3_least_squares_d9_I2,act3,least_squares,9,9,I2,-22.1493,16.3974,0.09647413874822487,0.12873430234845096,0.5793212767992733,0.001848934893487808,0.1814725732892249,5.823215110446995,0.12837457096017285,0.4012442267077782,0.5455335211895163,1745.5550728715962,0.00103,0.14580217578561863,34.777256062781966,0.19738836065092763,0.46237014702771184,0.46706847484889946,0.5802641634634341,6365,0.06365,0.46327140240782044,0.4679665960007122,0.5802227744162375,0.5316182880950701,False,16.145704455373313,1745.5550728715962,True,,True,
act3_taylor_d3_I1,act3,taylor,3,2,I1,-15.7802,12.5193,5.7846660576640545,8.4457327583504,23.929886185559972,-15.7802,2.0252478141718684,4.465611337010666,0.5640129116713474,8.531674990400196,18.718630307942135,139.52309977586643,0.00959,1.782018178897456,27.144858144946696,0.1285369562126817,0.5785117951276614,0.5819556555953009,0.6931471805599453,6365,0.06365,0.5793664720508508,0.5828153419347657,0.693104936660272,2.8562756701601115,False,26.544406241809927,139.52309977586643,True,,True,
act3_taylor_d3_I2,act3,taylor,3,2,I2,-22.1493,16.3974,12.281617984775936,18.006896735802894,50.94243349181003,-22.1493,2.0252478141718684,4.465611337010666,0.5640129116713474,8.531674990400196,18.718630307942135,139.52309977586643,0.00103,1.9798134265615521,46.09086935890732,0.02344088220092052,0.5785117951276614,0.5819556555953009,0.6931471805599453,6365,0.06365,0.5793664720508508,0.5828153419347657,0.693104936660272,6.064254408193467,False,50.94243349181003,139.52309977586643,True,,True,
act3_taylor_d5_I1,act3,taylor,5,4,I1,-15.7802,12.5193,41.67252562244691,77.13936923959044,299.0301492954978,-15.7802,11.694260811059847,70.56014667942478,0.5136748272895122,47.130123457194514,191.49281056167578,8026.966557407388,0.00959,7.526394866295083,442.1318114215366,0.36257478262521,0.5784465607092804,0.5818988247278181,0.6931471805599453,6365,0.06365,0.5793022782535634,0.5827594577478812,0.693104936660272,3.5635023278286324,False,299.0301492954978,8026.966557407388,True,,True,
act3_taylor_d5_I2,act3,taylor,5,4,I2,-22.1493,16.3974,163.95086214434392,310.02075885916867,1202.5992880769102,-22.1493,11.694260811059847,70.56014667942478,0.5136748272895122,47.130123457194514,191.49281056167578,8026.966557407388,0.00103,10.497802081804906,1172.1082188341773,0.10323623569755051,0.5784465607092804,0.5818988247278181,0.6931471805599453,6365,0.06365,0.5793022782535634,0.5827594577478812,0.693104936660272,14.019771304338226,False,1202.5992880769102,8026.966557407388,True,,True,
act3_taylor_d7_I1,act3,taylor,7,6,I1,-15.7802,12.5193,470.2892323846942,1062.458927469654,5062.423199754865,-15.7802,174.43669880970097,3340.2780690705245,0.5374717647139438,336.48454673269725,2623.931649552551,673703.1496095711,0.00959,59.73023350697185,12020.779795835348,0.6608659704562693,0.5784473380855816,0.5818994905707162,0.6931471805599453,6365,0.06365,0.579303039677339,0.5827601094660522,0.693104936660272,2.696045245030399,False,5062.423199754865,673703.1496095711,True,,True,
act3_taylor_d7_I2,act3,taylor,7,6,I2,-22.1493,16.3974,3613.7319473990833,8406.393759434552,39795.86081698482,-22.1493,174.43669880970097,3340.2780690705245,0.5374717647139438,336.48454673269725,2623.931649552551,673703.1496095711,0.00103,123.7279870515405,49355.48697555686,0.29143036947908807,0.5784473380855816,0.5818994905707162,0.6931471805599453,6365,0.06365,0.579303039677339,0.5827601094660522,0.693104936660272,20.716580696940547,False,39795.86081698482,673703.1496095711,True,,True,
act3_taylor_d9_I1,act3,taylor,9,8,I1,-15.7802,12.5193,6594.302611730774,17491.232490037677,96260.67033204646,-15.7802,5165.1582493251835,254218.01435545576,0.542925384592513,2673.2302405953264,40302.379796080066,64112377.219392255,0.00959,664.2913689202067,469993.47597840684,0.8726232996291609,0.5784473266024225,0.5818994808338808,0.6931471805599453,6365,0.06365,0.5793030284790477,0.5827600999778327,0.693104936660272,1.2766893662149277,False,96260.67033204646,64112377.219392255,True,,False,salida máxima 6.41e+07 > umbral operativo 1e+06
act3_taylor_d9_I2,act3,taylor,9,8,I2,-22.1493,16.3974,100427.05074487497,273358.94496826135,1486674.7912496806,-22.1493,5165.1582493251835,254218.01435545576,0.542925384592513,2673.2302405953264,40302.379796080066,64112377.219392255,0.00103,2330.7594814976983,2754174.223391678,0.5492183033238236,0.5784473266024225,0.5818994808338808,0.6931471805599453,6365,0.06365,0.5793030284790477,0.5827600999778327,0.693104936660272,19.44317015998407,False,1486674.7912496806,64112377.219392255,True,,False,salida máxima 6.41e+07 > umbral operativo 1e+06
