run_id,configuration_id,dataset_index,true_label,repetition,execution_order,encrypt_seconds,act3_seconds,fc2_seconds,decrypt_seconds,online_total_seconds,timing_residual_seconds,timing_residual_ratio
166,chebyshev_d5_I2,603,8,8,166,0.012601399997947738,0.07948460000625346,0.14103049998811912,0.00817690000985749,0.2412934000021778,0.0,0.0
167,chebyshev_d5_I1,949,1,19,167,0.01251349999802187,0.08127090000198223,0.14251530000183266,0.007770399999571964,0.24407010000140872,0.0,0.0
168,chebyshev_d5_I1,411,7,11,168,0.012654200007091276,0.0827959999878658,0.14172670000698417,0.00779839999449905,0.2449752999964403,0.0,0.0
169,chebyshev_d3_I1,411,7,20,169,0.00960240000858903,0.0387168000015663,0.13822550000622869,0.007912300003226846,0.19445700001961086,0.0,0.0
170,chebyshev_d5_I2,949,1,27,170,0.012879100002464838,0.08152079999854323,0.14407600001140963,0.008193600006052293,0.24666950001847,0.0,0.0
171,least_squares_d5_I1,481,9,4,171,0.0125283999950625,0.08031209999171551,0.14302049999241717,0.007613399997353554,0.24347439997654874,0.0,0.0
172,least_squares_d5_I2,481,9,4,172,0.01260030000412371,0.08072750001156237,0.1418091999948956,0.008200199998100288,0.24333720000868198,0.0,0.0
173,least_squares_d5_I1,589,4,26,173,0.012569499987876043,0.08107259999087546,0.14273099999991246,0.008171499997843057,0.24454459997650702,0.0,0.0
174,chebyshev_d3_I1,603,8,0,174,0.009534199998597614,0.03908689999661874,0.13372279999020975,0.007796499994583428,0.19014039998000953,0.0,0.0
175,least_squares_d5_I2,411,7,22,175,0.012717199992039241,0.0810806999943452,0.13935769999807235,0.007677299989154562,0.24083289997361135,0.0,0.0
176,chebyshev_d5_I2,411,7,1,176,0.01276019999932032,0.08037470000272151,0.14187930000480264,0.00808820000384003,0.2431024000106845,0.0,0.0
177,least_squares_d3_I1,120,5,14,177,0.009472799996729009,0.039013799992972054,0.13065269999788143,0.0077966000098967925,0.18693589999747928,0.0,0.0
178,least_squares_d3_I1,112,3,10,178,0.009686399993370287,0.03888659999938682,0.13290319999214262,0.008161300007486716,0.18963749999238644,0.0,0.0
179,least_squares_d3_I1,586,0,0,179,0.009931699998560362,0.045155500003602356,0.13021949998801574,0.0077342000004136935,0.19304089999059215,0.0,0.0
180,least_squares_d3_I1,949,1,28,180,0.009539500009850599,0.040191399995819665,0.13213350001024082,0.007914399990113452,0.18977880000602454,0.0,0.0
181,least_squares_d5_I1,589,4,15,181,0.012489599990658462,0.08145519999379758,0.14354530000127852,0.007702400005655363,0.24519249999138992,0.0,0.0
182,chebyshev_d3_I1,259,6,5,182,0.009600999997928739,0.03905089999898337,0.1313908000010997,0.007880200006184168,0.18792290000419598,0.0,0.0
183,least_squares_d3_I1,259,6,27,183,0.009443199989618734,0.03854329999012407,0.13202849999652244,0.007950599989271723,0.18796559996553697,0.0,0.0
184,least_squares_d5_I2,589,4,7,184,0.012913200000184588,0.08106460000271909,0.1399402000097325,0.007805699991877191,0.24172370000451338,0.0,0.0
185,least_squares_d3_I1,603,8,14,185,0.009526299996650778,0.038752299995394424,0.12911359999270644,0.007780899992212653,0.1851730999769643,0.0,0.0
186,chebyshev_d5_I1,586,0,18,186,0.012824100005673245,0.08036310000170488,0.1405830000003334,0.007712599996011704,0.24148280000372324,0.0,0.0
187,least_squares_d3_I1,411,7,10,187,0.009479599990299903,0.03857390000484884,0.1303697999974247,0.007904100013547577,0.18632740000612102,0.0,0.0
188,chebyshev_d5_I1,259,6,12,188,0.012919000000692904,0.08117640001000836,0.14184630000090692,0.007961299997987226,0.24390300000959542,0.0,0.0
189,least_squares_d5_I2,949,1,22,189,0.012674000012339093,0.08490929999970831,0.14539440000953618,0.008490699998219498,0.2514684000198031,0.0,0.0
190,chebyshev_d5_I1,603,8,0,190,0.012640800006920472,0.0825938999914797,0.14371820000815205,0.008580099995015189,0.24753300000156742,0.0,0.0
191,chebyshev_d5_I2,603,8,7,191,0.01273889999720268,0.08155170000100043,0.1424466000025859,0.00805029999173712,0.24478749999252614,0.0,0.0
192,least_squares_d3_I1,120,5,17,192,0.010654999990947545,0.03903400000126567,0.13113170000724494,0.008039000007556751,0.1888597000070149,0.0,0.0
193,chebyshev_d5_I1,112,3,8,193,0.012948699994012713,0.08307939999212977,0.13951940000697505,0.007707600001594983,0.2432550999947125,0.0,0.0
194,least_squares_d5_I1,589,4,0,194,0.012710199996945448,0.08216720000200439,0.14478560000134166,0.00790719999349676,0.24757019999378826,0.0,0.0
195,chebyshev_d5_I1,633,2,24,195,0.012804700003471226,0.0818007000052603,0.14159610000206158,0.00796299999637995,0.24416450000717305,0.0,0.0
196,chebyshev_d5_I2,259,6,23,196,0.012809799998649396,0.08165419999568257,0.14223920000949875,0.007821899998816662,0.24452510000264738,0.0,0.0
197,chebyshev_d3_I1,633,2,16,197,0.009464100003242493,0.03886620000412222,0.13049970001156908,0.008348699993803166,0.18717870001273695,0.0,0.0
198,chebyshev_d5_I2,120,5,23,198,0.012979999999515712,0.08020149999356363,0.14547309999761637,0.008889199991244823,0.24754379998194054,0.0,0.0
199,least_squares_d5_I1,259,6,26,199,0.012369000003673136,0.08074370000394993,0.14029670000309125,0.008077400008914992,0.2414868000196293,0.0,0.0
200,least_squares_d5_I1,949,1,4,200,0.014132800002698787,0.08856000000378117,0.14565989999391604,0.008599000007961877,0.2569517000083579,0.0,0.0
201,least_squares_d3_I1,120,5,8,201,0.009774600010132417,0.04029870001249947,0.13109819999954198,0.007798000006005168,0.18896950002817903,0.0,0.0
202,least_squares_d3_I1,589,4,25,202,0.009337499999674037,0.03871870000148192,0.13049860000319313,0.007715800005826168,0.18627060001017526,0.0,0.0
203,chebyshev_d3_I1,481,9,7,203,0.009486399998422712,0.038848199998028576,0.13276300000143237,0.0076176000002305955,0.18871519999811426,0.0,0.0
204,chebyshev_d5_I1,633,2,29,204,0.012642000001505949,0.08191040001111105,0.14263239999127109,0.0077634000044781715,0.24494820000836626,0.0,0.0
205,least_squares_d5_I2,589,4,3,205,0.012814700006856583,0.08161100000143051,0.14313460000266787,0.007981899994774722,0.24554220000572968,0.0,0.0
206,least_squares_d5_I2,259,6,19,206,0.012793300003977492,0.08129979998921044,0.14236949999758508,0.007805300003383309,0.24426789999415632,0.0,0.0
207,chebyshev_d3_I1,589,4,16,207,0.009698900001239963,0.039334999994025566,0.135970700008329,0.00780069999746047,0.192805300001055,0.0,0.0
208,chebyshev_d5_I1,259,6,13,208,0.012667699993471615,0.08112469999468885,0.1457537000096636,0.007945699995616451,0.2474917999934405,0.0,0.0
209,least_squares_d3_I1,589,4,24,209,0.009356599999591708,0.03873109999403823,0.13200440000218805,0.007821199993486516,0.1879132999893045,0.0,0.0
210,least_squares_d5_I1,586,0,23,210,0.013035600000876002,0.08206620000419207,0.14187649999803398,0.007889699991210364,0.2448679999943124,0.0,0.0
211,least_squares_d3_I1,112,3,12,211,0.00942590000340715,0.0392726000136463,0.12975659999938216,0.007711900005233474,0.18616700002166908,0.0,0.0
212,chebyshev_d3_I1,411,7,9,212,0.009507800001301803,0.038870499993208796,0.134691399987787,0.008036700004595332,0.19110639998689294,0.0,0.0
213,least_squares_d3_I1,120,5,7,213,0.009303399987402372,0.03918819999671541,0.13058250000176486,0.008155199990142137,0.18722929997602478,0.0,0.0
214,chebyshev_d5_I1,411,7,4,214,0.012836200010497123,0.08127790001162793,0.1416317999974126,0.007686900004046038,0.2434328000235837,0.0,0.0
215,chebyshev_d5_I2,589,4,24,215,0.012578499998198822,0.08082279999507591,0.14205409999703988,0.007997400010935962,0.24345280000125058,0.0,0.0
216,least_squares_d5_I2,589,4,4,216,0.012845300007029437,0.08163369999965653,0.14210880000609905,0.008060399995883927,0.24464820000866894,0.0,0.0
