configuration_id,degree,context_gen,key_gen,rotation_key_gen,total_setup
chebyshev_d3_I1,3,0.4868485999904806,0.03224069999123458,0.6221260000020266,1.1412194000004092
least_squares_d3_I1,3,0.49271130000124685,0.031581800009007566,0.6230637999979081,1.1473617000010563
chebyshev_d5_I1,5,0.807373000003281,0.05562389999977313,1.183373699997901,2.0463754999946104
least_squares_d5_I1,5,0.8044131999922683,0.05580730001383927,1.1985397999960696,2.05876640000497
chebyshev_d5_I2,5,0.8242652000044473,0.056895899993833154,1.209236000009696,2.0904037000000244
least_squares_d5_I2,5,0.822130600005039,0.056633400003192946,1.2276447999902302,2.1064143999974476
